,msd_id,echo_nest_id,artist,title,year,peak,weeks
8387,TRJBQVH128E0790133,SOSBECE12A6701C83D,Commodores,Too Hot Ta Trot,1977,12,24
8389,TRJBIWG12903CF73C3,SOKLJXS12AC909730F,Breathe,Say A Prayer,1990,15,21
8390,TRJBAJZ128F425D6E9,SOBGLMT12A8AE45F3D,The McCoys,Hang On Sloopy,1965,14,1
8391,TRJBTPX128F4264A36,SOZXZVR12A8C13283B,Billy Joel,I Go To Extremes,1989,16,6
8392,TRJBLUT128F932DEC2,SOSMFJQ12A81C22CCC,Bee Gees,Love So Right,1976,23,3
8393,TRJBSEE128F427AEEB,SOVWECA12A8C13785E,Wham!,Freedom,1984,18,3
8394,TRJBDYX128F92E9959,SODYLPL12AB017B591,Urban Dance Squad,Deeper Shade Of Soul,1989,18,21
8395,TRJBXOH128F4287F1B,SOQUDMM12A8C137490,Barry Manilow,Daybreak,1976,10,23
8396,TRJFWJY128F427241E,SOXXGZB12A8C1388C6,Dusty Springfield,Wishin' And Hopin',1964,13,6
8397,TRJFCGD128F930097A,SOEWQJO12D021B2DD2,Eminem,We Made You,2009,10,9
8399,TRJFRXM128F935F971,SOLABQL12AB0185AD2,Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,1965,11,1
8400,TRJFRKL12903CF684C,SOYUHOH12AB018AB88,Stevie B,Because I Love You (The Postman Song),1988,23,1
8401,TRJFAET12903CA6A45,SOILUPM12AB01824E2,The Knightsbridge Strings,Cry,1999,7,53
8402,TRJFAOJ128F931D308,SOVXJBZ12A8C14499C,Cyndi Lauper,True Colors,1986,20,1
8403,TRJFNCF128F9306673,SOGSZWJ12AAA8C666F,Andrew Gold,Never Let Her Slip Away,1978,8,67
8404,TRJQZJA128F428CFF0,SODOFVF12A8C1389C0,Carly Simon,You Belong To Me,1978,18,6
8406,TRJQVNX128F425EA29,SOYMBQB12D021910E9,Leona Lewis,I Will Be,2007,6,66
8407,TRJZMIE128E0794201,SOPXNGJ12A6701E9DA,Commodores,Sail On,1979,17,4
8409,TRJZGXV128F92D4C0D,SOPOJSV12A8C143649,BBMak,Back Here,1999,31,13
8410,TRJZHJK128F148D149,SOHCFYM12A6D4F97E5,Puddle Of Mudd,Blurry,2001,38,5
8413,TRJZCRN12903CEC7AF,SOAVTKI12AB018E3C8,Anita Bryant,Six Boys And Seven Girls,2005,6,62
8414,TRJZRUB128F145993D,SOKWHSP12A6D4F7C6A,Three Dog Night,Try A Little Tenderness,1969,12,29
8415,TRJZITV128F92F2CEB,SOOCYYU12AB0183D0F,Mandy Moore,I Wanna Be With You,2000,17,24
8416,TRJZPQT12903CBEEB7,SOHNGCJ12AB018A566,Vic Dana,I Will,1966,9,47
8417,TRJZJBW128F92E7F7F,SOVYMSD12AB017BDC7,The Alarm,Presence Of Love,1987,6,77
8419,TRJZJQR128F4250D22,SOCQKNV12A58A7717B,Joe Walsh,Meadows,1973,4,89
8421,TRJZXKF128F4259F67,SORGEPU12A58A78D78,Stray Cats,Stray Cat Strut,1981,19,3
8422,TRJZYIV128F930BC0F,SOGIOKU12AB0183543,First Choice,Armed And Extremely Dangerous,1973,14,28
8426,TRJIBDN128F145BA59,SOEVJCY12A6D4F7711,Kim Carnes,Crazy In The Night (Barking At Airplanes),1993,16,15
8427,TRJIIBZ128F148D69A,SOIIWQY12A6701F7C4,Puddle Of Mudd,Away From Me,2003,16,72
8428,TRJIEGH128F4274931,SOPDUXI12A8C13AEA7,The Moody Blues,Question,1970,12,21
8431,TRJACZG12903CB0C1D,SOCGJGQ12AB018AA78,Marvin Gaye,Come Get To This,1973,13,21
8432,TRJARBJ12903D05FB1,SOARNAX12A8C140E74,The Belle Stars,Sign Of The Times,1983,4,75
8433,TRJAAOG128F4277770,SOPDGQM12A8C1348E3,Kenny Loggins,Playing With The Boys,1986,12,60
8434,TRJATNH128F92D1268,SOTYKTO12A6D4F6930,Willie Mitchell,Bad Eye,2001,92,92
8435,TRJASND128F92E6260,SOZWLHR12A8C13F211,Will Smith,Switch,2005,28,7
8436,TRJAXAS128F9338CAF,SOJKCBY12A8C140F99,Don Gibson,Sea Of Heartbreak,1961,14,21
8437,TRJAKIW128F92F06A0,SOCEXUP12A8C139796,The Lovin' Spoonful,Darling Be Home Soon,1967,8,15
8439,TRJNGCL128F4277494,SOXGWRU12A8C136690,Kandi,Don't Think I'm Not,2000,24,24
8440,TRJNCPC12903CE6C2D,SORVBZO12AB018ABD4,Selena Gomez & The Scene,Falling Down,2009,7,82
8441,TRJNQER128F930A28E,SOQTDUO12A8C13EE12,Bobby Brown,Get Away,1992,16,14
8442,TRJNLHL12903CE5B7D,SOOCKQT12AC468A743,Floyd Cramer,On The Rebound,1964,13,4
8444,TRJNYYU128F42591C3,SONENNH12A8C137FA5,Tanya Tucker,Here's Some Love,1995,5,82
8445,TRJPMKH128F42679D2,SOEMUHO12A8C130993,J.D. Souther,You're Only Lonely,1979,21,7
8446,TRJPCNC128F149235F,SOWODYC12D0219A000,Peter Frampton,I'm In You,1977,20,2
8447,TRJPZEG12903D12D40,SOXUWZT12AF72A4B4E,Ike & Tina Turner,I've Been Loving You Too Long,1984,7,68
8448,TRJPNAD12903CACA96,SOJUTON12A8C140A91,Bobby Rydell,Sway,1962,11,14
8450,TRJPLSS128F146DDFF,SOTQMHE12A6D4F8376,Dem Franchize Boyz,Ridin' Rims,2006,6,80
8451,TRJPEKW128F4269D33,SOAJUDH12A8C1348C0,The Cyrkle,Turn-Down Day,1966,8,16
8452,TRJPSWP128F426E232,SOJKPCQ12A8C131CC2,Eddie Money,Baby Hold On,1977,20,11
8454,TRJTMUG128F1463CCB,SORYXQW12CF5F8917F,Hoobastank,Crawling In The Dark,2001,19,68
8458,TRJTHQT128F4261855,SOVAMTC12A8C132585,Dixie Chicks,You Were Mine,1998,20,34
8459,TRJTCRC128F148829A,SOPBUFR12A58A7A781,Bobby Vee,Charms,1990,10,13
8461,TRJTRNM128F92F5F4A,SOWOSYH12AB01824E6,Dixie Chicks,Without You,1999,20,31
8462,TRJTJRD128F429D859,SOTDGOV12A8C13E6BF,Chubby Checker,The Class,1987,7,38
8463,TRJTSPP128F932FEF9,SOLTTOW12A8C139B1E,Britney Spears,Stronger,2000,15,11
8465,TRJUCHB128F146B1B0,SOLBNPT12A58A7D562,The Babys,Midnight Rendezvous,1979,4,72
8466,TRJUAJL128F4289C42,SOINALL12D021B3D41,Kylie Minogue,Love At First Sight,1988,16,23
8467,TRJUVNA128F4272964,SOMGMNF12A8C133887,Nine Days,If I Am,2000,5,68
8468,TRJUXXZ128F9333EBD,SOJEPWH12AB01849C5,Cherish,Unappreciated,2006,17,41
8469,TRJLGMB128F4293E2F,SORVNIH12A8C13CDFA,The Lettermen,I Only Have Eyes For You,1992,6,72
8470,TRJLCYC128F146965D,SOEDFBM12A6D4F7239,Westside Connection,Gangstas Make The World Go Round,1996,20,40
8471,TRJLZTR12903CBB8E7,SOQXEYN12AB0188F86,Danny Gokey,My Best Days Are Ahead Of Me,2009,82,82
8472,TRJLUFA128E0792D9B,SOZPTPT12A679AE5A0,The Temptations,Shakey Ground,1975,14,26
8473,TRJLLYP12903CE94A1,SOSIUHX12AAF3B51E0,Montgomery Gentry,Roll With Me,2008,20,33
8475,TRJLSQI128F92E34CC,SOVEJFQ12D021B2792,The Beach Boys,Surfer Girl,1963,14,7
8476,TRJLVXU128F92DF92C,SOTBCSI12A8C142A42,Chantay Savage,I Will Survive,1996,20,24
8477,TRJLOEW128F92E32B7,SOFKZYY12AB017F89D,Rick Springfield,Human Touch,1983,15,18
8479,TRJEWUK128F14602C1,SOCCZIF12A6D4F6033,Fats Domino,Walking To New Orleans,1960,14,6
8480,TRJEHNB128F146533E,SOVWQYC12A6D4F6F98,Bettye Swann,Don't Touch Me,2004,10,38
8481,TRJECBX128F427E463,SOBYZRW12A58A7ABF1,Tears For Fears,Head Over Heels,1984,20,3
8482,TRJEITS128F92E2FEC,SORMLZF12A8C143FFA,Daughtry,No Surprise,2009,24,15
8483,TRJEAVP128F42B83F0,SOYBJUW12A8C142108,Petey Pablo,Show Me The Money,2006,5,58
8484,TRJEAIH128F92F8EB4,SOQIZTR12A8C144631,Alice In Chains,Check My Brain,2009,4,92
8485,TRJEPEU128F9336D5C,SORUHBD12AB0188BC4,Yvonne Elliman,Love Pains,1995,13,34
8489,TRJETZT128F933F3C9,SORLRMK12A3F1EA0ED,Carpenters,Please Mr. Postman,1970,17,1
8490,TRJEERK128F1455A79,SOESMVO12A6D4F79CC,Go West,What You Won't Do For Love,1992,11,55
8491,TRJEJNV12903CFE8ED,SOQRVCG12AB018A96F,Ben E. King,Amor,1961,10,18
8492,TRJEYYX12903D042C9,SOYNFYY12AC3DF9F0C,Yo-Yo Featuring Ice Cube,You Can't Play With My Yo-Yo,1991,12,36
8493,TRJJHTC128F426C543,SOCPGZW12A8C132870,The Strangeloves,Cara-Lin,1965,8,39
8494,TRJJCJQ12903CD2DD3,SOIDDNJ12AC9071B90,Justin Bieber,That Should Be Me,2010,92,92
8495,TRJJBRS12903CE6A32,SOKYGUI12AC3DF566C,The Chordettes,A Girl's Work Is Never Done,1993,3,89
8496,TRJJQRG128F148B724,SOKQIHY12A58A7BE6E,The Meters,Cissy Strut,1969,11,23
8497,TRJJQTM128F42A9A17,SOLMWZY12A8C13D51E,Bobby Bare,Daddy What If,1974,8,41
8499,TRJJEJI128E079392F,SOTVSZQ12A6701C2F7,Roger Daltrey,Free Me,1980,10,53
8500,TRJJOUE128F423F6B8,SOSUAQJ12A8C135947,Eddie Rabbitt,Someone Could Lose A Heart Tonight,1982,15,15
8501,TRJJKGE12903CAAFB8,SOHHENU12AB0187F94,The Beau Brummels,Don't Talk To Strangers,1973,8,52
8502,TRJSWLE128F92F2C3D,SOBOTDA12A8C14251C,Bill Pursell,Our Winter Love,1999,14,9
8503,TRJSCMU128F4266979,SOJVPMB12A8C13074E,Montgomery Gentry,My Town,2002,20,40
8504,TRJSBTM128E0793324,SOBFLMV12A6701E740,Chaka Demus & Pliers,Murder She Wrote,1992,17,57
8505,TRJSAEE128F429AF90,SOQWTCB12D021932D4,Brooks & Dunn,The Long Goodbye,2001,20,39
8506,TRJSUEM12903CBA78F,SOTRJKQ12AB0184803,Fabian,Got The Feeling,1988,5,54
8507,TRJSUXX128F4271FCC,SOQPCXF12A58A7D4A3,Dan Fogelberg,She Don't Look Back,1987,6,84
8509,TRJSSXH128E078FC75,SOUNLPO12A6701FC5D,Nelly,Hot In Herre,2002,26,1
8510,TRJSOXJ128E0795017,SOBOYIX12A67ADA21A,Honeymoon Suite,What Does It Take,1995,16,52
8512,TRJVCUA128F934822D,SOLUFVC12AB018B1D1,Brooks O'Dell,Watch Your Step,2001,9,58
8513,TRJVROT128F92FD09D,SOSWDPH12AB01859B5,Jason Michael Carroll,Where I'm From,2009,11,64
8514,TRJVQMO128F92CA4B0,SOLKTAJ12A8C13931F,Susanna Hoffs,My Side Of The Bed,1991,11,30
8515,TRJVAPS128F42659EE,SOWVKFX12A8C132C51,Tammy Wynette,Singing My Song,1970,5,75
8517,TRJVXRJ128F1459941,SOVBNHG12A6D4F7C6E,Three Dog Night,Play Something Sweet (Brickyard Blues),1974,12,33
8518,TRJDRMR12903CAA80B,SOPBWQQ12AB0188C16,Ronnie Dove,Happy Summer Days,1966,8,27
8519,TRJDQGH128F429BEE4,SOHGIVJ12A6D4F7817,Charlie Rich,There Won't Be Anymore,1974,15,18
8521,TRJDAAD128F1459A23,SOBRJVK12A6D4F6B6A,The Impressions,I'm The One Who Loves You,1963,6,73
8522,TRJOHGG128F92F12B9,SODWCQA12A6D4F9D64,The Temptations,Ball Of Confusion (That's What The World Is Today),1970,15,3
8523,TRJORTN128F4287F87,SOEFZEZ12A8C137B51,The Delfonics,Walk Right Up To The Sun,1972,6,81
8524,TRJOQIL128F93082E4,SOKUEWL12AB017EC88,The Honey Cone,The Day I Found Myself,1971,11,23
8525,TRJOAPA12903CC667C,SOUQRUT12A8C14394E,Dee Dee Sharp,Do The Bird,1996,11,10
8526,TRJOTLN12903CA55E8,SOBHGUQ12AB018467F,Crispian St. Peters,The Pied Piper,1988,12,4
8527,TRJOECM128EF35026D,SOIAMIA12A6D223AF7,Poco,Rose Of Cimarron,1976,94,94
8529,TRJOJND128F4259A9B,SOJZWSU12A8AE45A24,Des'ree,Feel So High,1992,11,67
8530,TRJXFSS128F423746E,SOICDWV12A6D4F968A,Trace Adkins,Ladies Love Country Boys,2006,20,61
8531,TRJXUPL128F92E6256,SOGNOUB12A6701BF63,N.O.R.E.,Nothin',2002,24,10
8532,TRJXEJM128F148E0F2,SOOMZIN12A6D4F8B6F,RBD,Ser O Parecer,2006,84,84
8533,TRJXSHB128F42647D4,SOGMBJI12A58A7A221,Maxwell,Ascension (Don't Ever Wonder),1996,18,36
8534,TRJXDFA128F931B2D0,SOWNREK12AB01833AD,The Monitors,Greetings (This Is Uncle Sam),1970,100,100
8535,TRJKMPX128F92DE821,SOJZCBS12A6D4FB148,Anita Baker,No One In The World,1986,17,44
8536,TRJKBVH128F4285462,SOOHIMH12A8C136D89,The Main Ingredient,I'm So Proud,1970,13,49
8538,TRJKBEN128F424C62F,SOEXLAI12A6D4FDC4C,Jonas Brothers,Play My Music,2008,5,20
8539,TRJKXFH128F93236FB,SOQLLMJ12AB017F515,Brad Paisley,Welcome To The Future,2009,16,42
8540,TRJYWOA12903CCF332,SONXYVJ12AB0187BE5,Madonna,Cherish,1989,15,2
8541,TRJYHEU12903CDA935,SOGJPPE12AB018BE84,Ray Barretto,El Watusi,1962,9,17
8542,TRJYRCT128F145E38F,SOGAJJN12A6D4F61B6,Vanessa Williams,Running Back To You,1991,21,18
8543,TRJYICG128F147929E,SODYMCT12A6D4F72FE,Timi Yuro,What's A Matter Baby (Is It Hurting You),1992,11,12
8544,TRSMWUY12903CA6B58,SONVAMX12A8C142488,Jeannie C. Riley,Harper Valley P.T.A.,1985,13,1
8547,TRSMIZC128E0786349,SOUTRIX12A67020E09,Erasure,Chorus,1991,11,83
8548,TRSMAPM128E078FB5A,SOAFGNA12A6701FE7B,Chico DeBarge,Give You What You Want (Fa Sure),2000,13,71
8549,TRSMAJX128F92FE870,SOZXACI12AB0181446,The Shirelles,What A Sweet Thing That Was,1986,6,54
8550,TRSMSNL128F92FA64C,SOSWODC12AB01835F3,The Rooftop Singers,Mama Don't Allow,1963,7,55
8551,TRSMVSO128F9313216,SOIDUIV12AB018185C,Marty Balin,Hearts,1981,21,8
8552,TRSWWOH128F429CC85,SONYWGT12A58A7CABF,Usher,Caught Up,2004,27,8
8553,TRSWBQZ128F426C417,SODRRVN12A8C132FDC,Poco,You Better Think Twice,1970,8,72
8554,TRSWFAJ128F1495907,SOMXVLQ12A6D4F9DF3,Bell Biv DeVoe,Do Me!,1990,22,3
8556,TRSWZYM128F422F9DE,SORZUEO12A81C22172,Petula Clark,I Know A Place,1965,12,3
8557,TRSWYCB128F4290C49,SOOQKUK12A8C137EE2,Five Star,All Fall Down,1985,11,65
8558,TRSGMYK128F42ACE11,SONSLRG12A8C13D885,Michael Jackson,Stranger In Moscow,1995,2,91
8559,TRSGGMJ128F93168A7,SOMMJKF12AF72A181B,The Turtles,She'd Rather Be With Me,1967,11,3
8560,TRSGAWI128F92ECA06,SOKFCKF12AB017DC90,Terence Trent D'Arby,Sign Your Name,1987,21,4
8562,TRSGAWH128F425C2F5,SODRNCI12A8C136E61,Sheena Easton,The Lover In Me,1988,25,2
8564,TRSGEOZ128F4252491,SOMVCFL12A8C1354BF,Eric Clapton,Pretending,1989,11,55
8565,TRSGDDJ128F932CF5B,SOCPDPQ12AB01885AD,Little River Band,Lonesome Loser,1979,18,6
8567,TRSGXPQ128F9306C04,SOUPSHP12AB0181B1A,Jimmy Soul,If You Wanna Be Happy,1963,14,1
8568,TRSHRFP128F9322813,SOWXEPO12AB0187924,Jr. Walker & The All Stars,These Eyes,1969,13,16
8569,TRSHQEH128F931B64F,SOXKUGQ12AB0181177,The Spinners,We'll Have It Made,2003,3,89
8570,TRSHVUV128F425D535,SOHFQXY12A8AE495E7,The Brothers Four,The Green Leaves Of Summer,1995,7,65
8571,TRSHXOI128F146B1AE,SOYAFZB12A6D4F81E9,John Waite,Change,1982,10,54
8572,TRSHXKL128F92DE895,SOATDHT12AAF3B26D7,The Boomtown Rats,I Don't Like Mondays,1979,5,73
8573,TRSCRTT128F92F37F5,SOSRYZP12AB017E5F5,Eric Carmen,Reason To Try,1988,3,87
8574,TRSCAMK128F93234B0,SOLGVYR12A8C141D99,Hannah Montana,Let's Get Crazy,2009,3,57
8575,TRSCPEZ128F1463A11,SOHPUIN12A58A790F2,The Undisputed Truth,Help Yourself,1975,7,63
8576,TRSCYUU128F4270A74,SORMFYW12A8C135885,The Intruders,When We Get Married,1970,8,45
8577,TRSRMAB128F4276453,SOANIOW12A8C13A83F,Jerry Butler,Lost,1967,6,62
8578,TRSRCZC128F9314C2F,SOBSSGV12AB0189587,Leona Lewis,Happy,2009,9,31
8579,TRSRVAK128F4282ECA,SOKOTZG12A6D4F9519,Blue October,Into The Ocean,2006,20,53
8580,TRSRVGW128F42307D6,SOOYOTE12A81C21557,The Bar-Kays,Son Of Shaft,1971,10,53
8581,TRSROYQ128F4289C4A,SOZXYUY12A8C13D122,Born Jamericans,Boom Shak A-Tack,2001,4,84
8582,TRSRXBC128F92CDB0A,SOKWWNU12A8C140F61,Randy Houser,Boots On,2008,19,53
8583,TRSBRCR128F145E702,SODYXGC12A6D4F6F3C,Richie Sambora,Ballad Of Youth,1991,7,63
8584,TRSBBOA128F145B794,SOWUZVU12A6D4F914D,Blind Melon,No Rain,1992,23,20
8585,TRSBFOJ12903CAF90D,SOYURND12AB018CD1E,Shalamar,The Second Time Around,1979,23,8
8587,TRSBLCL128F1462D32,SOKJJXB12A6D4F966D,Grand Funk Railroad,Heartbreaker,1969,6,72
8588,TRSBDNU12903C9AF05,SOFQEKD12A58A776F4,Biz Markie,Just A Friend,1989,22,9
8590,TRSFCBV128F4260319,SOZDMTT12A8C1326C3,Ashford & Simpson,Found A Cure,1991,13,36
8591,TRSFTYM128F93291EE,SOGDKIB12AB0184DC1,Dionne Warwick,Who Is Gonna Love Me?,2003,9,33
8592,TRSFJVX128F9310D4E,SOENQVA12A6701EACA,Tom Petty And The Heartbreakers,A Woman In Love (It's Not Me),1981,6,79
8593,TRSFXJF128EF34943E,SOGYWAP12AF72A1688,Night Ranger,Sentimental Street,1985,17,8
8594,TRSQAGC12903CFEA37,SOWZXZO12AC468C781,Johnny Horton,Sink The Bismark,1991,18,3
8595,TRSQUQQ128F423BBA5,SOLMBJT12A8AE488EF,Jessi Colter,I'm Not Lisa,1990,17,4
8596,TRSQDLG128F9305F46,SOEMPWF12AF72A85C4,KRS-One,Step Into A World (Rapture's Delight),1997,13,70
8597,TRSZFGO128F145B8E5,SOBIEWM12A67020438,Herman's Hermits,East West,1991,8,27
8598,TRSZQSN128F42664A8,SOZSXXP12A8C132E02,Marty Robbins,El Paso,1959,22,1
8600,TRSZNIY128F14A437E,SODKPMR12A6D4F9BB9,Shania Twain,Man! I Feel Like A Woman!,1997,28,23
8601,TRSZUXR128F92F5F44,SOATNDP12AF72A4AA3,Dixie Chicks,Cowboy Take Me Away,1999,20,27
8602,TRSZVOI128F93308F2,SOOAYUV12AB01822B7,Herman's Hermits,A Must To Avoid,1965,9,8
8603,TRSZXFI12903CB6665,SONMAZM12AAF3B528F,Oleta Adams,Get Here,1990,23,5
8605,TRSZKWK128F92FEA2C,SOIJDUG12AB018149B,Dee Clark,Nobody But You,1991,17,21
8608,TRSZKFO128F426B114,SOYOPXG12A8C132C9B,John Denver,I'm Sorry,1975,18,1
8609,TRSIBNI12903CC833B,SOCLRFZ12A6D4F5975,Hanson,MMMBop,1996,22,1
8611,TRSIFHI128F1494B12,SOFFYPN12A6D4F87BE,Sonny James,Empty Arms,1971,3,93
8612,TRSILTQ12903CAF9FD,SOTSJDX12AF72A9AFD,Avril Lavigne,Alice,2010,3,71
8613,TRSILRM128F42B50BC,SOVSVXB12A8C13EE59,Skee-Lo,I Wish,1995,27,13
8614,TRSILTG128F9320F80,SOPRYGI12AB0185520,The Paradons,Diamonds And Pearls,1993,16,18
8615,TRSISHF128F931D585,SORZSXI12AB01862D9,Dan Fogelberg,Same Old Lang Syne,1981,18,9
8617,TRSIVIY128F424A034,SONQBBD12A8AE47D66,Aaliyah,Miss You,2002,30,3
8618,TRSAWQS128F92FB746,SOQORIV12AB01821A5,The Impressions,Meeting Over Yonder,1992,8,48
8619,TRSABKW128F1458379,SOKVUZS12A6D4F889D,Danny Wilson,Mary's Prayer,1987,20,23
8621,TRSAIQH128F9309BFA,SOADQHJ12AF729D75C,The Rolling Stones,(I Can't Get No) Satisfaction,1965,14,1
8624,TRSAASB128F9321993,SOWKKEF12A8C13B4D6,2Pac,So Many Tears,1995,15,44
8625,TRSALBU128F92FCFE3,SOCNVMM12AB0181399,Etta Jones,Don't Go To Strangers,1960,7,36
8626,TRSADNZ128E0799A43,SOZJPMJ12A6701E089,Supertramp,Dreamer,1974,14,15
8628,TRSAKRH128F4247F79,SOBHVJA12A8C134509,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),1991,24,6
8629,TRSNBIF128F92F0747,SOBGWXX12AB017CADA,James & Bobby Purify,Do Unto Me,2002,6,73
8630,TRSPHDY128F428A1EF,SOMIYTV12A8C1388E9,Jim Reeves,Distant Drums,1966,7,45
8631,TRSPNVP128F424A024,SOBJJUU12A8AE4634C,Nelly,Wadsyaname,2007,6,43
8632,TRSPJTT128EF365D9E,SODOQFD12A6D4F6F84,Gene Pitney,Mecca,1986,11,12
8633,TRSTHXZ128F148B384,SOWLGME12A6D4FAC30,The Brothers Johnson,Stomp!,1992,19,7
8636,TRSTHHV128F4267689,SOZLAXQ12AF72A64C8,The Jacksons,Enjoy Yourself,1976,21,6
8638,TRSTHYK12903CEB8FA,SOARUXJ12AC39274ED,Dee Dee Sharp,Mashed Potato Time,1962,18,2
8639,TRSTRNH128F427E6FC,SOCIXRW12A58A772C6,Bruce Springsteen,Tunnel Of Love,1987,16,9
8640,TRSTYSP128F427F0B1,SOVHWIN12A58A7B06A,Montgomery Gentry,Gone,2004,20,53
8641,TRSUGUN128F427C0F9,SOIRSOY12A8C137B88,'Til Tuesday,What About Love,1986,14,26
8642,TRSUBJX128F4298F63,SOIDPUR12A8C1394DC,Kool & The Gang,Misled,1984,24,10
8643,TRSUFHL128E0791D0D,SONBNRV12A67020E87,Gene Chandler,To Be A Lover,2010,4,94
8644,TRSUQUF12903CF80DC,SOPEPDC12A6D4F7599,Kim Wilde,Kids In America,1981,18,25
8645,TRSUSEQ128F149EAFC,SOWHNVK12A6D4FAEF6,Wilson Pickett,Engine Number 9,1982,13,14
8646,TRSUOXA128F933CE40,SOJJPAO12AF729D67C,The Black Crowes,Hard To Handle,1990,14,26
8647,TRSLCDZ128E07847D6,SOKBPJO12A6701D9D2,Lionel Richie,Deep River Woman,1986,8,71
8648,TRSLFMG12903CD45B2,SOKQUYE12AB018A989,The Kingbees,My Mistake,1980,8,81
8649,TRSLFFW12903CD8311,SODEBYJ12AB0181DA2,Clarence Carter,Too Weak To Fight,1968,15,13
8650,TRSLLEC128F1491908,SOSENGW12A6D4F9B1F,Livingston Taylor,Carolina Day,1970,2,93
8651,TRSLVSY128F1463424,SOKFQUE12A6D4F86C4,Del Amitri,Always The Last To Know,1992,17,30
8652,TRSLOXT128F428F202,SOUOONQ12A8C13CD63,Keith Urban,Who Wouldn't Wanna Be Me,2002,20,30
8653,TRSLKFP128EF341D1B,SOIRHQW12A67ADA050,Snoop Dogg,Let's Get Blown,2004,11,54
8654,TRSEBUU128F4289A08,SOOFFVO12A8C13922C,Starship,Before I Go,1985,7,68
8655,TRSEKXC12903D00397,SOQOTIF12AB0182A7F,Kelly Clarkson,I Do Not Hook Up,2009,18,20
8658,TRSJRFK128F427F24C,SORGTYS12A8C1383B4,Bobby Vinton,Long Lonely Nights,1965,7,17
8659,TRSJBTI128F42AEE03,SOXYJKU12A58A7B116,YoungBloodZ,Presidential,2005,12,81
8660,TRSJSRS128F42A0E8A,SODJYID12A8C133D8F,Amerie,Why Don't We Fall In Love,2002,19,23
8662,TRSSHGF128F42BC645,SOBGRZT12A8C1408C6,Aaron Carter,Aaron's Party (Come Get It),2000,15,35
8663,TRSSRQL128F146DA7D,SOIBEZT12A6D4F7851,Ne-Yo,So Sick,2005,25,1
8665,TRSSZGF128F42910AF,SOHSWPV12A8C138D13,Londonbeat,I've Been Thinking About You,1990,19,1
8666,TRSSVBE128F92D1505,SOIWEYI12A8C141E54,Bill Black's Combo,Do It - Rat Now,2001,8,51
8667,TRSVRCJ128F145BFEE,SOJWTEA12A6D4F7F6B,Huey Lewis & The News,Walking On A Thin Line,1983,15,18
8668,TRSVAKF128F425C918,SOEOMSH12AF72A30A3,Go-Go's,Our Lips Are Sealed,1981,30,20
8669,TRSVPZR128F4252653,SOJSALT12A6D4F7926,Janet Jackson,I Want You,2004,10,57
8670,TRSVURQ128F425B9AB,SOYXMEJ12A8AE47E17,Three Days Grace,Just Like You,2003,20,55
8671,TRSVLUV128F4263540,SOXKFHT12A8C131EF1,Bad English,Straight To Your Heart,1991,13,42
8672,TRSVVUR128F4293036,SOWYSOB12A8C13A9B9,Curtis Stigers,You're All That Matters To Me,1991,98,98
8673,TRSVVQH128E0791CF9,SOUKCIO12A67020E75,Jackie Ross,Selfish One,1986,10,11
8675,TRSVDIA128E0793520,SONAZXU12A679C80A2,Irene Cara,Fame,1980,26,4
8676,TRSVKGN128F146AD9D,SOBCGTF12A6D4F801C,Kajagoogoo,Hang On Now,1983,4,78
8678,TRSDHZY128F42B91E7,SOSLTAH12A8C142B27,The Killers,Mr. Brightside,2003,38,10
8679,TRSDRFU128F92C93A8,SOKUEFJ12A8C142A4C,Eddie Money,Fall In Love Again,1991,11,54
8680,TRSDPSU128F1470884,SOPZEVP12A6D4F84CA,Murray Head,One Night In Bangkok,1984,20,3
8681,TRSDVIC128F42B4D97,SOBCYNR12A8C13DE82,Rihanna,If It's Lovin' That You Want,2005,20,36
8682,TRSDXAX128F1456CCB,SOAGRLA12A6D4F5BDA,Mary J. Blige,Give Me You,1999,9,68
8683,TRSOGXS128F4266A5E,SOBZKEY12A8C13164E,Ray Price,City Lights,1989,3,71
8686,TRSOQEZ128F14637D4,SOWVLAT12A6D4F6CAD,10cc,The Things We Do For Love,1976,19,5
8687,TRSOITY128F1496251,SODLXUC12A6701DD8C,The Supremes,Come See About Me,1964,14,1
8688,TRSOPYN128F4250769,SOJQIGO12A81C1F916,William Bell,You Don't Miss Your Water,1961,95,95
8689,TRSOEMQ128F92F14DD,SOXZDKA12A8C145160,Melissa Manchester,Just Too Many People,1976,12,30
8690,TRSOVLP128F42A0B34,SOPQLJB12A8C13ED3B,Tori Amos,Bliss,1999,2,91
8691,TRSXBWM12903D0860D,SOADLQI12AC468D9D2,Del Shannon,Cry Myself To Sleep,1962,99,99
8692,TRSXLZR12903CB52EE,SOITECT12AB018591D,Atlanta Rhythm Section,I'm Not Gonna Let It Bother Me Tonight,1978,13,14
8693,TRSXEHB128F92F4351,SOYHBGV12AAA8C6553,Van Halen,Jump,1983,21,1
8694,TRSXDFX128F148C64E,SOKWUKC12A6D4F65C5,Stephanie Mills,What Cha Gonna Do With My Lovin',1979,14,22
8696,TRSKHIG128F145AE38,SOKWYIS12A6D4F90BA,Crystal Gayle,Don't It Make My Brown Eyes Blue,1970,26,2
8697,TRSKHEE12903CA569B,SOMCITJ12A67ADAC25,Van Halen,Runnin' With The Devil,1978,4,84
